Year,Player,GP,PPG,PTS,FGA,eFG%,reFG%
2017,Elfrid Payton,82,2.9,238,296,40.2,-8.1
2012,Eric Maynor,9,2.9,26,26,50,5.3
2005,Eric Williams,55,2.9,158,153,51.6,7.3
2016,Frank Kaminsky,81,2.9,234,251,46.6,-0.5
2021,Gabe Vincent,50,2.9,144,160,45,-6.8
2000,George Lynch,75,2.9,219,275,39.8,-3.8
1999,George Lynch,43,2.9,123,174,35.3,-6.7
2019,Grayson Allen,38,2.9,112,117,47.9,-1.7
2013,Harrison Barnes,81,2.9,232,277,41.9,-4.3
2015,Henry Sims,73,2.9,210,255,41.2,-5.1
2017,Hollis Thompson,40,2.9,116,126,46,-2.3
2021,Isaac Okoro,67,2.9,192,237,40.5,-11.3
2021,Ish Smith,44,2.9,128,150,42.7,-9.1
2019,Jake Layman,71,2.9,209,220,47.5,-2.1
2022,Jalen Smith,51,2.9,150,157,47.8,-2.4
2019,James Ennis III,58,2.9,171,163,52.5,2.9
2019,Jaren Jackson Jr.,58,2.9,169,169,50,0.4
2006,Jason Kapono,51,2.9,147,145,50.7,5.6
2018,Jeff Green,78,2.9,229,258,44.4,-5.1
2019,Jerian Grant,60,2.9,174,166,52.4,2.8
2005,Jiri Welsch,71,2.9,204,260,39.2,-5.1
2001,John Wallace,40,2.9,116,153,37.9,-5.6
1999,Johnny Newman,50,2.9,147,164,44.8,2.8
2015,Jonas Jerebko,75,2.9,216,208,51.9,5.6
2018,Jonas Jerebko,74,2.9,217,186,58.3,8.9
2002,Jonathan Bender,78,2.9,227,253,44.9,1
2003,Junior Harrington,82,2.9,239,318,37.6,-5.8
2020,Keldon Johnson,17,2.9,49,30,81.7,31.2
2014,Kelly Olynyk,70,2.9,206,229,45,-1.8
2022,Keon Johnson,37,2.9,106,133,39.8,-10.4
2013,Khris Middleton,27,2.9,78,87,44.8,-1.3
2021,Killian Hayes,26,2.9,76,94,40.4,-11.4
1997,Lee Mayberry,80,2.9,229,255,44.9,2
2005,Lucious Harris,73,2.9,210,242,43.4,-1
2004,Luke Ridnour,69,2.9,197,229,43,-0.1
2011,Luther Head,36,2.9,104,109,47.7,1.8
2005,Malik Allen,36,2.9,104,122,42.6,-1.8
2008,Marcus Camby,79,2.9,226,298,37.9,-8.1
2022,Markus Howard,31,2.9,90,80,56.3,6
2018,Marquese Chriss,72,2.9,206,239,43.1,-6.4
2019,Marvin Bagley III,62,2.9,180,215,41.9,-7.7
2007,Matt Bonner,56,2.9,160,150,53.3,7.9
2017,Maurice Harkless,77,2.9,227,223,50.9,2.6
2017,Mike Muscala,70,2.9,206,196,52.6,4.3
2016,Mike Scott,75,2.9,220,209,52.6,5.5
2021,Naji Marshall,32,2.9,93,99,47,-4.8
2015,Nene,67,2.9,193,243,39.7,-6.6
2015,Otto Porter Jr.,74,2.9,211,241,43.8,-2.5
2020,P.J. Dozier,29,2.9,83,83,50,-0.5
2015,Pablo Prigioni,67,2.9,193,184,52.4,6.2
2013,Patrick Beverley,41,2.9,120,115,52.2,6
2015,Pero Antic,63,2.9,182,215,42.3,-4
1998,Pooh Richardson,69,2.9,197,246,40,-2.8
2015,Ray McCallum,68,2.9,194,234,41.5,-4.8
2003,Robert Horry,80,2.9,231,290,39.8,-3.5
2004,Rod Strickland,61,2.9,178,228,39,-4.1
2019,Rodions Kurucs,63,2.9,183,195,46.9,-2.6
2008,Rodney Carney,70,2.9,205,253,40.5,-5.5
2011,Rodney Carney,27,2.9,77,72,53.5,7.5
2021,Rodney Hood,55,2.9,160,177,45.2,-6.6
2005,Rodney White,58,2.9,166,198,41.9,-2.5
2018,Rondae Hollis-Jefferson,68,2.9,199,236,42.2,-7.3
2015,Roy Hibbert,76,2.9,224,296,37.8,-8.4
2019,Ryan Broekhoff,42,2.9,120,99,60.6,11
1997,Sam Mitchell,82,2.9,241,315,38.3,-4.7
2008,Sasha Pavlovic,51,2.9,150,217,34.6,-11.5
2009,Sasha Pavlovic,66,2.9,189,177,53.4,7
2006,Sasha Vujacic,82,2.9,235,257,45.7,0.6
2002,Scott Padgett,75,2.9,214,192,55.7,11.9
2005,Sebastian Telfair,68,2.9,196,257,38.1,-6.2
2022,Shake Milton,55,2.9,161,184,43.8,-6.5
2017,Spencer Dinwiddie,59,2.9,172,159,54.1,5.8
2020,Terrance Ferguson,56,2.9,163,182,44.8,-5.7
2018,Tomas Satoransky,73,2.9,209,175,59.7,10.3
1997,Tony Delk,61,2.9,176,153,57.5,14.6
2014,Tony Snell,77,2.9,225,244,46.1,-0.7
2007,Travis Diener,26,2.9,76,72,52.8,7.3
2007,Trenton Hassell,76,2.9,220,250,44,-1.5
2009,Tyrus Thomas,79,2.9,231,299,38.6,-7.8
2011,Tyrus Thomas,41,2.9,118,149,39.6,-6.3
2005,Udonis Haslem,80,2.9,234,265,44.2,-0.2
2005,Walter McCarty,72,2.9,209,199,52.5,8.1
2012,Zach Randolph,28,2.9,80,106,37.7,-6.9
2022,Zeke Nnaji,41,2.9,119,92,64.7,14.5
2006,Zydrunas Ilgauskas,78,2.9,226,273,41.4,-3.7
2007,Zydrunas Ilgauskas,78,2.9,230,300,38.3,-7.1
2021,Aaron Nesmith,46,2.8,130,118,55.1,3.3
2020,Abdel Nader,55,2.8,156,144,54.2,3.7
2013,Al Harrington,10,2.8,28,37,37.8,-8.3
1998,Alan Henderson,69,2.8,193,252,38.3,-4.6
2007,Amar'e Stoudemire,82,2.8,228,261,43.7,-1.8
2013,Anderson Varejao,25,2.8,70,88,39.8,-6.4
2003,Andrei Kirilenko,80,2.8,225,293,38.4,-4.9
2005,Andres Nocioni,81,2.8,229,304,37.7,-6.7
2016,Andrew Nicholson,56,2.8,159,160,49.7,2.6
2016,Anthony Brown,29,2.8,80,97,41.2,-5.9
2017,Anthony Brown,11,2.8,31,38,40.8,-7.5
2007,Anthony Johnson,67,2.8,189,238,39.7,-5.8
1997,Anthony Mason,73,2.8,201,180,55.8,12.9
2005,Anthony Peeler,40,2.8,113,121,46.7,2.3
2013,Anthony Tolliver,62,2.8,171,177,48.3,2.1
2020,Anthony Tolliver,55,2.8,155,152,51,0.5
1997,Antoine Carr,82,2.8,230,269,42.8,-0.2
2004,Antonio Davis,80,2.8,222,316,35.1,-8
2004,Antonio McDyess,42,2.8,116,152,38.2,-5
2011,Antonio McDyess,73,2.8,206,241,42.7,-3.2
2009,Arron Afflalo,74,2.8,207,218,47.5,1
2017,Beno Udrih,39,2.8,111,116,47.8,-0.5
2005,Billy Thomas,25,2.8,69,79,43.7,-0.7
2003,Bimbo Coles,35,2.8,97,127,38.2,-5.1
2012,Boris Diaw,57,2.8,161,177,45.5,0.8
1998,Brandon Williams,9,2.8,25,35,35.7,-7.1
2008,Brevin Knight,74,2.8,208,266,39.1,-7
2004,Bryon Russell,72,2.8,201,203,49.5,6.4
2002,Calvin Booth,15,2.8,42,47,44.7,0.9
2016,Caron Butler,17,2.8,47,53,44.3,-2.8
1998,Cedric Ceballos,47,2.8,131,173,37.9,-5
2009,Channing Frye,63,2.8,175,202,43.3,-3.1
2006,Charles Smith,22,2.8,61,55,55.5,10.4
2012,Chris Singleton,66,2.8,188,216,43.5,-1.1
2019,Dairis Bertans,12,2.8,34,46,37,-12.6
2016,David West,78,2.8,221,225,49.1,2
2005,DerMarr Johnson,71,2.8,199,202,49.3,4.9
2003,Derrick Coleman,64,2.8,182,225,40.4,-2.9
2004,Derrick Coleman,34,2.8,94,136,34.6,-8.6
2015,Derrick Williams,74,2.8,209,244,42.8,-3.4
2016,Derrick Williams,80,2.8,227,275,41.3,-5.8
2008,Devin Brown,78,2.8,219,260,42.1,-3.9
2010,DJ White,12,2.8,34,27,63,17.3
2020,Domantas Sabonis,62,2.8,175,206,42.5,-8
2001,Donyell Marshall,81,2.8,227,278,40.8,-2.7
2015,Dorell Wright,48,2.8,133,135,49.3,3
2020,Dragan Bender,16,2.8,45,43,52.3,1.8
2004,Dwyane Wade,61,2.8,168,246,34.1,-9
2004,Eric Snow,82,2.8,232,328,35.4,-7.7
2005,Erick Strickland,62,2.8,175,224,39.1,-5.3
2020,Ersan Ilyasova,63,2.8,176,161,54.7,4.2
2022,Facundo Campazzo,65,2.8,182,194,46.9,-3.3
2020,Gary Clark,42,2.8,119,114,52.2,1.7
2008,Gerald Green,30,2.8,85,111,38.3,-7.8
2009,Gerald Green,38,2.8,106,123,43.1,-3.3
2022,Goran Dragic,21,2.8,58,86,33.7,-16.5
2018,Gorgui Dieng,79,2.8,222,228,48.7,-0.8
2021,Gorgui Dieng,38,2.8,106,92,57.6,5.8
1998,Ike Austin,78,2.8,220,310,35.5,-7.4
2001,Jacque Vaughn,82,2.8,230,256,44.9,1.4
2005,Jacque Vaughn,71,2.8,197,214,46,1.6
2011,Jamario Moon,59,2.8,166,192,43.2,-2.7
2012,James Singleton,12,2.8,34,38,44.7,0.1
2014,James Southerland,4,2.8,11,13,42.3,-4.4
2018,Jarell Martin,73,2.8,202,226,44.7,-4.8
1997,Jaren Jackson,75,2.8,212,233,45.5,2.6
2008,Jeff Green,80,2.8,227,330,34.4,-11.7
2014,Jeffery Taylor,26,2.8,74,113,32.7,-14
2010,Jodie Meeks,60,2.8,169,197,42.9,-2.7
2006,Joe Smith,44,2.8,124,151,41.1,-4
2012,Jonas Jerebko,64,2.8,182,202,45,0.4
2022,Joshua Primo,50,2.8,138,158,43.7,-6.5
2020,Juancho Hernangomez,48,2.8,134,132,50.8,0.3
2017,Justise Winslow,18,2.8,51,89,28.7,-19.6
2012,Kawhi Leonard,64,2.8,177,182,48.6,4
2010,Keith Bogans,79,2.8,218,208,52.4,6.8
2005,Kendall Gill,14,2.8,39,54,36.1,-8.3
2001,Kenny Anderson,33,2.8,91,120,37.9,-5.6
2013,Kevin Seraphin,79,2.8,222,286,38.8,-7.4
2008,Keyon Dooling,72,2.8,202,238,42.4,-3.6
1999,Kurt Thomas,50,2.8,142,172,41.3,-0.8
2012,Lamar Odom,50,2.8,140,191,36.6,-8
2015,Lance Thomas,62,2.8,173,238,36.3,-9.9
1998,Larry Johnson,70,2.8,199,304,32.7,-10.1
1997,Larry Johnson,76,2.8,214,256,41.8,-1.1
1998,Lee Mayberry,79,2.8,225,228,49.3,6.5
2020,Lonnie Walker IV,61,2.8,169,164,51.5,1
1999,Lucious Harris,36,2.8,102,133,38.3,-3.7
2017,Mario Hezonja,65,2.8,185,230,40.2,-8.1
2009,Mark Blount,20,2.8,55,64,43,-3.5
2016,Markel Brown,62,2.8,176,205,42.9,-4.2
2012,Marreese Speights,60,2.8,166,186,44.6,0
1997,Marty Conlon,74,2.8,205,186,55.1,12.2
2006,Marvin Williams,79,2.8,220,288,38.2,-6.9
2008,Matt Barnes,73,2.8,203,241,42.1,-3.9
2008,Matt Bonner,68,2.8,191,206,46.4,0.3
1997,Matt Bullard,71,2.8,202,230,43.9,1
2003,Mehmet Okur,72,2.8,202,235,43,-0.4
2016,Michael Carter-Williams,54,2.8,149,196,38,-9.1
2003,Mike Dunleavy,82,2.8,232,261,44.4,1.1
2013,Mirza Teletovic,53,2.8,147,137,53.6,7.5
2000,Moochie Norris,30,2.8,84,86,48.8,5.2
1998,Nate McMillan,18,2.8,51,52,49,6.2
2009,Nicolas Batum,79,2.8,220,223,49.3,2.9
2017,Norman Powell,76,2.8,210,229,45.9,-2.4
2005,Omar Cook,5,2.8,14,17,41.2,-3.2
2001,P.J. Brown,80,2.8,224,295,38,-5.5
1998,P.J. Brown,74,2.8,204,266,38.3,-4.5
2009,Pau Gasol,81,2.8,229,258,44.4,-2
1999,Pete Chilcutt,46,2.8,130,150,43.3,1.3
1997,Popeye Jones,79,2.8,220,231,47.6,4.7
2008,Rajon Rondo,77,2.8,219,251,43.6,-2.4
2000,Rashard Lewis,82,2.8,229,291,39.3,-4.3
2014,Rashard Lewis,60,2.8,166,165,50.3,3.5
2017,Reggie Williams,6,2.8,17,17,50,1.7
2001,Robert Horry,79,2.8,218,257,42.4,-1.1
2007,Rodney Carney,67,2.8,187,214,43.7,-1.8
2018,Rodney McGruder,18,2.8,51,43,59.3,9.8
2015,Ronnie Price,43,2.8,121,156,38.8,-7.5
2000,Sam Jacobson,52,2.8,143,132,54.2,10.5
2022,Serge Ibaka,54,2.8,151,149,50.7,0.5
2015,Shane Larkin,76,2.8,209,238,43.9,-2.4
2016,Shane Larkin,78,2.8,219,255,42.9,-4.2
2007,Speedy Claxton,42,2.8,116,164,35.4,-10.1
2020,Sterling Brown,52,2.8,144,159,45.3,-5.2
2001,Steve Kerr,55,2.8,153,144,53.1,9.6
2014,Tayshaun Prince,76,2.8,214,305,35.1,-11.7
2012,Thaddeus Young,63,2.8,179,235,38.1,-6.6
2013,Thaddeus Young,76,2.8,213,273,39,-7.2
2017,Tim Frazier,65,2.8,180,212,42.5,-5.8
2021,Tomas Satoransky,58,2.8,162,152,53.3,1.5
1998,Tony Battie,65,2.8,185,296,31.3,-11.6
2004,Tony Delk,33,2.8,92,118,39,-4.1
2002,Trajan Langdon,44,2.8,123,134,45.9,2.1
1998,Travis Best,82,2.8,226,300,37.7,-5.2
2013,Travis Outlaw,38,2.8,106,132,40.2,-6
2010,Ty Lawson,65,2.8,180,159,56.6,11
2018,Tyler Cavanaugh,39,2.8,108,97,55.7,6.2
2022,Tyler Johnson,6,2.8,17,20,42.5,-7.7
2012,Tyreke Evans,63,2.8,177,290,30.5,-14.1
2021,Tyrese Maxey,61,2.8,173,192,45.1,-6.7
1997,Wayman Tisdale,53,2.8,146,181,40.3,-2.6
2013,Will Bynum,65,2.8,184,214,43,-3.2
2011,Yi Jianlian,63,2.8,177,225,39.3,-6.6
2013,Zach Randolph,76,2.8,216,318,34,-12.2
1999,Zydrunas Ilgauskas,5,2.8,14,17,41.2,-0.9
2008,Aaron Brooks,51,2.7,136,146,46.6,0.5
2022,Aaron Wiggins,50,2.7,134,144,46.5,-3.7
2012,AJ Price,44,2.7,120,138,43.5,-1.2
2006,Alan Anderson,36,2.7,96,101,47.5,2.4
2000,Alan Henderson,82,2.7,223,339,32.9,-10.8
2004,Antawn Jamison,82,2.7,220,263,41.8,-1.3
2001,Anthony Carter,72,2.7,192,271,35.4,-8.1
2013,Anthony Morrow,41,2.7,110,106,51.9,5.7
2008,Antoine Wright,56,2.7,152,182,41.8,-4.3
2003,Austin Croshere,49,2.7,133,147,45.2,1.9
2010,Austin Daye,69,2.7,184,202,45.5,-0.1
2007,Beno Udrih,73,2.7,199,245,40.6,-4.8
2016,Beno Udrih,44,2.7,119,131,45.4,-1.7
1999,Bill Wennington,38,2.7,101,141,35.8,-6.2
2010,Bobby Brown,45,2.7,122,162,37.7,-8
2002,Brad Miller,76,2.7,205,243,42.2,-1.6
2008,Brandon Bass,79,2.7,214,222,48.2,2.1
2020,Brandon Goodwin,34,2.7,92,103,44.7,-5.8
2005,Brian Scalabrine,54,2.7,148,184,40.2,-4.2
2003,Brian Shaw,72,2.7,193,197,49,5.6
2014,Byron Mullens,45,2.7,121,114,53.1,6.3
1998,Carl Thomas,43,2.7,114,120,47.5,4.6
2003,Casey Jacobsen,72,2.7,196,220,44.5,1.2
2022,Chris Boucher,80,2.7,217,259,41.9,-8.3
2012,Chris Duhon,63,2.7,172,147,58.5,13.8
2004,Chris Jefferies,21,2.7,57,56,50.9,7.8
2008,Chris Kaman,56,2.7,150,178,42.1,-3.9
2001,Chris Porter,51,2.7,136,213,31.9,-11.6
1997,Chris Robinson,41,2.7,110,146,37.7,-5.3
1997,Chris Whitney,82,2.7,221,235,47,4.1
2007,Clifford Robinson,50,2.7,137,156,43.9,-1.5
2016,Cory Joseph,80,2.7,214,258,41.5,-5.6
2015,Dante Cunningham,66,2.7,179,218,41.1,-5.2
2018,Dante Cunningham,73,2.7,200,194,51.5,2.1
2004,Darius Miles,79,2.7,215,294,36.6,-6.5
1999,DeJuan Wheat,46,2.7,122,130,46.9,4.9
2005,Delonte West,39,2.7,104,112,46.4,2
2015,Derrick Favors,74,2.7,203,281,36.1,-10.2
2017,Derrick Williams,50,2.7,134,141,47.5,-0.8
2006,Devin Brown,81,2.7,222,286,38.8,-6.3
2005,Devin Harris,76,2.7,202,218,46.3,2
2019,Devonte' Graham,46,2.7,122,145,42.1,-7.5
2017,Domantas Sabonis,81,2.7,219,240,45.6,-2.7
2011,Donte Greene,69,2.7,189,239,39.5,-6.4
2004,Doug Overton,61,2.7,163,196,41.6,-1.5
2014,Draymond Green,82,2.7,223,239,46.7,-0.1
2010,Earl Watson,79,2.7,215,262,41,-4.6
1999,Eldridge Recasner,44,2.7,118,130,45.4,3.3
2019,Elie Okobo,53,2.7,141,165,42.7,-6.8
2002,Elton Brand,80,2.7,216,254,42.5,-1.3
2000,Emanual Davis,54,2.7,145,158,45.9,2.2
1997,Emanual Davis,13,2.7,35,33,53,10.1
1997,Eric Piatkowski,65,2.7,175,184,47.6,4.6
2001,Erick Strickland,50,2.7,136,179,38,-5.5
2020,Frank Mason III,9,2.7,24,26,46.2,-4.3
2004,George Lynch,78,2.7,211,244,43.2,0.1
2016,Giannis Antetokounmpo,80,2.7,215,301,35.7,-11.4
2019,Gorgui Dieng,76,2.7,204,213,47.9,-1.7
1999,Grant Long,50,2.7,133,187,35.6,-6.5
2000,Hakeem Olajuwon,44,2.7,118,178,33.1,-10.5
2005,Ira Newble,74,2.7,197,249,39.6,-4.8
2014,Isaiah Canaan,22,2.7,60,62,48.4,1.6
2022,Isaiah Joe,55,2.7,149,154,48.4,-1.8
2006,Jake Voskuhl,51,2.7,139,179,38.8,-6.3
2018,Jamel Artis,15,2.7,40,49,40.8,-8.6
2018,James Ennis III,72,2.7,192,197,48.7,-0.7
1999,James Robinson,31,2.7,85,122,34.8,-7.2
2018,Jason Terry,51,2.7,138,132,52.3,2.8
1997,Jeff McInnis,13,2.7,35,34,51.5,8.5
2020,Jeff Teague,59,2.7,159,158,50.3,-0.2
2013,Jeffery Taylor,77,2.7,211,229,46.1,-0.1
1999,Jerome Kersey,45,2.7,123,163,37.7,-4.3
2017,Jerryd Bayless,3,2.7,8,14,28.6,-19.7
2013,Jimmy Butler,82,2.7,224,260,43.1,-3.1
2008,JJ Redick,34,2.7,91,82,55.5,9.4
2006,Joey Graham,80,2.7,212,234,45.3,0.2
1999,John Crotty,27,2.7,74,77,48.1,6
2014,John Lucas III,42,2.7,115,140,41.1,-5.7
2007,John Salmons,79,2.7,214,259,41.3,-4.1
2002,John Starks,66,2.7,181,221,41,-2.9
2014,Jon Leuer,49,2.7,133,134,49.6,2.9
2003,Jonathan Bender,46,2.7,125,143,43.7,0.4
2019,Jordan McRae,27,2.7,74,80,46.3,-3.3
2016,Justin Holiday,53,2.7,144,145,49.7,2.5
2020,Justise Winslow,11,2.7,30,43,34.9,-15.6
2004,Kedrick Brown,55,2.7,150,152,49.3,6.2
2020,Kelan Martin,31,2.7,84,110,38.2,-12.3
2017,Kelly Oubre Jr.,79,2.7,214,250,42.8,-5.5
2014,Kent Bazemore,67,2.7,181,194,46.6,-0.1
2002,Keon Clark,81,2.7,222,299,37.1,-6.7
2021,Kevin Knox II,42,2.7,113,103,54.9,3.1
1997,Kobe Bryant,71,2.7,194,222,43.7,0.8
2022,Kyle Guy,19,2.7,52,46,56.5,6.3
2008,Kyle Lowry,82,2.7,218,254,42.9,-3.1
2016,Lance Stephenson,69,2.7,188,208,45.2,-1.9
2015,Leandro Barbosa,66,2.7,179,180,49.7,3.4
2016,Leandro Barbosa,68,2.7,185,177,52.3,5.1
1998,Lloyd Daniels,6,2.7,16,22,36.4,-6.5
1997,Lloyd Daniels,22,2.7,60,90,33.3,-9.6
2015,Luis Scola,81,2.7,215,274,39.2,-7
2020,Luke Kornet,36,2.7,97,114,42.5,-7.9
2003,Manu Ginobili,69,2.7,183,194,47.2,3.8
1999,Mark Jackson,49,2.7,134,149,45,2.9
1997,Mark Jackson,82,2.7,225,277,40.6,-2.3
2012,Matt Barnes,63,2.7,172,171,50.3,5.6
2016,Metta World Peace,35,2.7,94,111,42.3,-4.8
2019,Meyers Leonard,61,2.7,164,129,63.6,14
1998,Michael Curry,82,2.7,222,266,41.7,-1.1
1999,Michael Doleac,49,2.7,132,161,41,-1.1
2006,Monta Ellis,49,2.7,132,155,42.6,-2.5
1997,Nate McMillan,37,2.7,100,113,44.2,1.3
2017,Nemanja Bjelica,65,2.7,178,199,44.7,-3.6
2018,Nigel Hayes,9,2.7,24,27,44.4,-5
2011,Pooh Jeter,62,2.7,168,205,41,-5
2022,Precious Achiuwa,73,2.7,198,216,45.8,-4.4
2001,Quentin Richardson,76,2.7,202,233,43.3,-0.2
2009,Quincy Douby,27,2.7,74,79,46.8,0.4
2021,Rajon Rondo,45,2.7,120,102,58.8,7
2012,Rasual Butler,34,2.7,93,121,38.4,-6.2
2019,Raymond Felton,33,2.7,88,92,47.8,-1.7
2002,Richard Jefferson,79,2.7,213,284,37.5,-6.3
2005,Richie Frahm,43,2.7,115,108,53.2,8.9
2001,Ricky Davis,7,2.7,19,22,43.2,-0.3
2005,Robert Horry,75,2.7,203,228,44.5,0.1
2003,Rod Strickland,47,2.7,127,166,38.3,-5.1
2014,Roger Mason Jr.,25,2.7,67,63,53.2,6.4
2008,Ronnie Brewer,76,2.7,202,225,44.9,-1.2
2012,Ronnie Brewer,66,2.7,175,249,35.1,-9.5
2008,Royal Ivey,75,2.7,204,222,45.9,-0.1
2006,Sasha Pavlovic,53,2.7,141,142,49.6,4.6
2007,Sebastian Telfair,78,2.7,209,281,37.2,-8.3
2010,Sebastian Telfair,43,2.7,115,140,41.1,-4.6
2016,Shabazz Muhammad,82,2.7,222,275,40.4,-6.7
2017,Shabazz Muhammad,78,2.7,209,245,42.7,-5.6
2002,Shammond Williams,50,2.7,134,144,46.5,2.7
2004,Shandon Anderson,80,2.7,218,286,38.1,-5
1997,Sherman Douglas,79,2.7,213,246,43.3,0.4
2016,Spencer Hawes,57,2.7,154,166,46.4,-0.7
2017,Stanley Johnson,77,2.7,208,255,40.8,-7.5
2011,T.J. Ford,41,2.7,112,135,41.5,-4.5
1997,Terry Dehere,73,2.7,195,267,36.5,-6.4
1998,Terry Mills,50,2.7,137,154,44.5,1.6
2010,Thabo Sefolosha,82,2.7,218,257,42.4,-3.2
2022,Theo Maledon,51,2.7,140,163,42.9,-7.3
2022,Tony Snell,53,2.7,143,135,53,2.8
2021,Torrey Craig,50,2.7,137,127,53.9,2.1
1998,Travis Knight,74,2.7,197,247,39.9,-3
2022,Tremont Waters,3,2.7,8,11,36.4,-13.8
2005,Trenton Hassell,82,2.7,223,247,45.1,0.8
2022,Trevelin Queen,10,2.7,27,24,56.3,6
2016,Ty Lawson,66,2.7,178,219,40.6,-6.5
2002,Tyrone Nesby,70,2.7,187,251,37.3,-6.6
2010,Tyrus Thomas,54,2.7,148,173,42.8,-2.9
2019,Tyus Jones,68,2.7,186,215,43.3,-6.3
2007,Vladimir Radmanovic,55,2.7,148,171,43.3,-2.2
2009,Yakhouba Diawara,63,2.7,169,186,45.4,-1
2005,Alex Garcia,8,2.6,21,30,35,-9.4
1998,Alonzo Mourning,58,2.6,148,199,37.2,-5.7
2013,Andrew Nicholson,75,2.6,192,219,43.8,-2.3
2015,Andrew Nicholson,40,2.6,103,121,42.6,-3.7
2008,Anfernee Hardaway,16,2.6,42,44,47.7,1.7
2001,Arvydas Sabonis,61,2.6,161,211,38.2,-5.3
2004,Austin Croshere,77,2.6,202,203,49.8,6.6
2014,Ben Gordon,19,2.6,50,74,33.8,-13
2000,Bobby Jackson,73,2.6,191,238,40.1,-3.5
2001,Brian Shaw,80,2.6,208,242,43,-0.5
1997,Brian Shaw,77,2.6,204,288,35.4,-7.5
2010,Brook Lopez,82,2.6,214,318,33.6,-12
2017,C.J. Watson,62,2.6,160,181,44.2,-4.1
2018,C.J. Williams,38,2.6,100,117,42.7,-6.7
2000,Calbert Cheaney,67,2.6,177,200,44.3,0.6
2019,Cameron Payne,40,2.6,105,120,43.8,-5.8
2006,Carlos Arroyo,77,2.6,201,231,43.5,-1.6
2016,Charlie Villanueva,62,2.6,160,204,39.2,-7.9
1999,Cherokee Parks,48,2.6,126,168,37.5,-4.6
2011,Chris Douglas-Roberts,44,2.6,113,133,42.5,-3.5
2000,Chris Gatling,85,2.6,224,309,36.2,-7.4
2010,Chucky Atkins,40,2.6,104,125,41.6,-4
2009,Corey Brewer,15,2.6,39,47,41.5,-4.9
2011,Dahntay Jones,45,2.6,116,121,47.9,2
2012,DaJuan Summers,15,2.6,39,44,44.3,-0.3
2020,Darius Bazley,61,2.6,161,162,49.7,-0.8
1997,Darrell Armstrong,67,2.6,173,230,37.6,-5.3
2005,Darrick Martin,11,2.6,29,38,38.2,-6.2
2002,David Robinson,78,2.6,206,255,40.4,-3.4
2020,De'Anthony Melton,60,2.6,154,198,38.9,-11.6
2019,Deandre Ayton,71,2.6,182,232,39.2,-10.3
2018,Delon Wright,69,2.6,177,165,53.6,4.2
2001,DerMarr Johnson,78,2.6,203,247,41.1,-2.4
2008,DerMarr Johnson,5,2.6,13,12,54.2,8.1
2012,Derrick Williams,66,2.6,169,226,37.4,-7.3
2012,DeShawn Stevenson,51,2.6,133,163,40.8,-3.9
2001,Desmond Mason,78,2.6,200,261,38.3,-5.2
2016,Donald Sloan,61,2.6,159,168,47.3,0.2
1997,Donyell Marshall,61,2.6,159,213,37.3,-5.6
2021,Dylan Windler,31,2.6,82,80,51.3,-0.5
2000,Earl Boykins,26,2.6,68,68,50,6.3
2000,Elden Campbell,78,2.6,204,297,34.3,-9.3
1999,Elden Campbell,49,2.6,126,145,43.4,1.4
2019,Elfrid Payton,42,2.6,108,115,47,-2.6
2003,Elton Brand,62,2.6,162,234,34.6,-8.7
2020,Emmanuel Mudiay,54,2.6,140,139,50.4,-0.1
2006,Francisco Garcia,67,2.6,174,219,39.7,-5.4
1997,Frank Brickowski,17,2.6,45,43,52.3,9.4
2022,Frank Ntilikina,58,2.6,151,148,51,0.8
2022,George Hill,54,2.6,141,152,46.4,-3.8
2018,Gian Clavell,7,2.6,18,17,52.9,3.5
2012,Glen Davis,61,2.6,156,245,31.8,-12.8
2011,Gordon Hayward,72,2.6,185,180,51.4,5.4
2000,Greg Foster,60,2.6,157,195,40.3,-3.4
1998,Greg Foster,78,2.6,203,234,43.4,0.5
2022,Herbert Jones,78,2.6,203,213,47.7,-2.6
2001,Ike Austin,52,2.6,136,195,34.9,-8.6
2018,Iman Shumpert,14,2.6,37,47,39.4,-10.1
2022,Isaac Okoro,67,2.6,171,167,51.2,1
2021,Jae'Sean Tate,70,2.6,184,205,44.9,-6.9
2011,James Anderson,26,2.6,68,61,55.7,9.8
2017,James Ennis III,64,2.6,166,160,51.9,3.6
2020,James Ennis III,69,2.6,177,184,48.1,-2.4
2009,Jared Dudley,68,2.6,177,171,51.8,5.3
2006,Jarrett Jack,79,2.6,206,253,40.7,-4.4
2004,Jason Kapono,41,2.6,105,103,51,7.9
2013,Jason Thompson,82,2.6,210,246,42.7,-3.5
2010,Jawad Williams,54,2.6,138,150,46,0.4
2003,Jeff McInnis,75,2.6,194,237,40.9,-2.4
2002,Joe Crispin,21,2.6,55,51,53.9,10.1
2007,Joe Smith,65,2.6,168,226,37.2,-8.3
2009,Joe Smith,57,2.6,151,190,39.7,-6.7
2006,Jon Barry,20,2.6,52,52,50,4.9
2018,Josh Gray,5,2.6,13,20,32.5,-17
2017,Josh McRoberts,22,2.6,57,62,46,-2.3
2016,Josh Smith,55,2.6,143,184,38.9,-8.3
2007,Keith McLeod,48,2.6,124,142,43.7,-1.8
2012,Keyon Dooling,46,2.6,121,126,48,3.4
2022,Killian Hayes,66,2.6,174,235,37,-13.2
2015,KJ McDaniels,62,2.6,161,209,38.5,-7.8
